state,year,sid,cdl,caselaw,anywhere,assumption,civil,homicide_c,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,hc_felonywsus,jhcitizen,jhpolice,population,police,unemployrt,income,blackm_15_24,whitem_15_24,blackm_25_44,whitem_25_44,prisoner,poverty,northeast,midwest,south,west,effyear,treatment_date,post,time_til,f2001,f2002,f2003,f2004,f2005,f2006,f2007,f2008,f2009,f2010,castle,lhomicide,castle_sum,d2005,d2006,d2007,d2008,d2009,d2010,dinf
Florida,2004,10,0,0,0,0,0,946,.38350502,8,23,5.5679212,176.5549,507.34592,978.98889,2839.781,461.0015,5.5679212,,.052971765,.14125805,15593433,413.4945781342697,3.8,49196,1.2267472,2.1707792,2.3019562,5.2502551,503.42599,12.03967721540215,0,0,1,0,2005,2005,0,-1,0,0,0,1,0,0,0,0,0,0,0,1.7170218,6,1,0,0,0,0,0,0
South Carolina,2004,41,0,0,0,0,0,286,.50182885,4,4,7.0446162,134.68518,631.40448,1077.3583,3226.5081,387.35535,7.0199847,1.6010491,.12315762,.12315762,3876975,316.8965495005771,3.5999999,47568,.017694207,1.3032326,.033402331,2.3638532,577.06738,13.02461326162794,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.9522637,5,0,1,0,0,0,0,0
Delaware,2004,8,0,0,0,0,0,28,.42442292,0,0,3.4764428,166.74509,419.28381,703.85547,2394.3999,285.81326,3.4764428,.74495202,.12415867,.12415867,759017,391.8225810489093,3.3,63768,1.5692666,4.686193,2.9050732,10.923076,860.04712,8.876481027434169,0,0,1,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.2460096,0,0,0,0,0,0,0,1
Kansas,2004,17,0,1,0,0,0,122,.20033112,0,0,4.5977807,68.288353,273.37952,759.23682,3056.959,320.71405,4.5977807,.33918056,.037686728,.037686728,2606468,372.1511255845074,3.8,51985,.99621403,9.6955729,1.7102071,20.418896,337.8992,9.019370274256197,0,1,0,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.5255737,5,0,1,0,0,0,0,0
Washington,2004,48,0,0,0,0,0,190,.21275145,2,10,3.1337373,96.750015,204.79799,1000.0251,3248.729,713.05719,3.117244,.44532058,.049480062,.1814269,5757739,237.4195843194698,5,53841,.37327152,.23132344,.7916128,.58083564,274.0206,9.85760208998706,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.1422263,0,0,0,0,0,0,0,1
Oregon,2004,38,0,0,0,0,0,90,.23809524,1,5,2.5613594,78.292221,187.83302,855.83557,3354.4702,527.49774,2.5613594,.14229774,.056919102,.17075729,3343908,230.3891135760912,5.0999999,53809,2.7448123,19.385941,5.0559406,43.240574,375.18225,10.80412499386945,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,.94053811,0,0,0,0,0,0,0,1
Connecticut,2004,7,0,0,0,0,0,100,.3178128,1,2,2.9503024,123.55867,149.58034,470.83878,1969.917,330.81741,2.8617933,.44254535,.05900605,.088509075,3297626,295.2730236843111,2.3,63523,.73568076,4.3054004,1.3634657,11.711607,575.22046,7.381916566645216,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.0819076,0,0,0,0,0,0,0,1
Wyoming,2004,51,0,0,0,0,0,11,.38805971,0,0,2.2333484,13.603122,197.54982,555.9007,2710.8789,162.22231,2.2333484,.60909498,.20303167,.20303167,479699,376.9030162664504,3.8,50175,.10881824,7.0644298,.14467406,12.877033,402.00272,10.49762455206286,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,.80350196,0,0,0,0,0,0,0,1
New Mexico,2004,32,0,0,0,0,0,169,.3729389,0,2,9.0721836,110.69138,526.6698,1069.5514,2795.1453,424.19171,8.0522346,.48313406,.053681564,.16104469,1782739,305.3167064836748,5,44432,12.147544,39.915321,22.997086,96.790329,342.43469,17.33865697670831,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,2.2052131,0,0,0,0,0,0,0,1
Indiana,2004,15,0,1,0,0,0,316,.45394632,3,2,5.2154422,105.18359,194.78687,695.96448,2453.7336,348.09778,4.9513693,.7922191,.066018261,.049513694,5902331,264.0821058663094,2.9000001,51740,.10809289,3.3498631,.1670357,6.2777061,396.24158,8.968033138094086,0,1,0,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.6516238,5,0,1,0,0,0,0,0
Mississippi,2004,25,0,1,0,0,0,227,.44586498,0,0,8.0926113,89.23262,166.7363,986.12207,2332.9536,280.88846,6.3457475,.60605454,.035650268,.035650268,2749244,277.0943575761191,5.5999999,43426,1.8166813,11.687977,3.1869125,24.540274,748.04956,17.81489747727012,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,2.0909514,5,0,1,0,0,0,0,0
Colorado,2004,6,0,0,0,0,0,201,.36961755,4,12,4.4680457,83.11454,249.76598,733.78204,2741.0239,533.58691,4.4013586,.40012351,.11114541,.2889781,4198306,322.3919361761625,2.7,61077,.31917635,5.1907125,.74272811,12.638526,451.09479,9.166316128457526,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.4969511,0,0,0,0,0,0,0,1
Ohio,2004,36,0,0,0,0,0,506,.31837741,0,2,4.5365705,156.26065,144.41714,865.3374,2529.7925,364.45874,4.3034663,.5737955,.0089655546,.026896663,11054019,298.0092579902387,4,54395,.22173835,1.6225592,.352451,3.2313948,401.71063,9.846020709752715,0,1,0,0,2008,2008,0,-4,0,0,0,1,0,0,0,0,0,0,0,1.5121714,3,0,0,0,1,0,0,0
Massachusetts,2004,22,0,0,0,0,0,171,.25574559,1,1,2.7574348,120.68211,323.15201,556.27618,1638.4161,355.53171,2.7413094,.1612535,.032250699,.032250699,6127881,323.1296430201565,2.8,59195,1.7168578,8.587781,3.2276411,18.954121,163.57555,8.639479128266361,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.0143008,0,0,0,0,0,0,0,1
Iowa,2004,16,0,0,0,0,0,44,.24568966,2,1,1.5432289,40.685123,228.43294,628.79559,2182.0554,197.56836,1.5432289,.14029352,.10522015,.070146762,2822155,263.7346283248085,2.8,51899,.50401199,5.745893,.85689837,11.112146,299.00058,8.422074620281309,0,1,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.43387687,0,0,0,0,0,0,0,1
Illinois,2004,14,0,0,0,0,0,780,,6,9,6.295135,182.25223,337.21747,614.08234,2316.4885,325.8378,4.0837669,.85549265,.056494799,.080706857,12097512,413.1923985692265,4.5,58322,.34592238,3.0660355,.59637058,6.3135214,355.54599,10.14990520364849,0,1,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.8397771,0,0,0,0,0,0,0,1
North Dakota,2004,35,0,0,0,0,0,8,.25581396,0,0,1.3121401,7.052753,54.125778,334.59573,1560.7906,153.6844,1.3121401,.16401751,.16401751,.16401751,618569,240.070226603661,2.9000001,45575,15.899601,103.49371,29.083094,223.81044,217.65123,10.4772466774119,0,1,0,0,2007,2007,0,-3,0,0,0,1,0,0,0,0,0,0,0,.27165946,4,0,0,1,0,0,0,0
Maine,2004,20,0,0,0,0,0,18,.21107267,0,0,1.4076521,22.600637,58.02655,495.88458,1884.3771,101.89838,1.4076521,.15640579,.078202896,.078202896,1240011,232.3366486265041,3.3,47183,8.4043608,15.418896,17.970566,39.550777,158.28267,10.05853980327594,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.34192318,0,0,0,0,0,0,0,1
Rhode Island,2004,40,0,0,0,0,0,26,.29001367,0,0,2.5072277,70.491669,153.9052,526.99994,2085.1455,393.24899,2.5072277,.19286366,.096431829,.096431829,1009503,308.5676813243745,4.1999998,53426,9.5631218,17.548635,15.706442,38.779972,330.76117,10.53766061121165,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.91917765,0,0,0,0,0,0,0,1
Minnesota,2004,24,0,0,0,0,0,113,.25970516,0,5,2.278801,82.077171,150.1387,565.62665,2287.9363,272.60913,2.278801,.42349398,.02016638,.12099829,4783596,250.0420185985606,3.0999999,68688,1.9743724,2.5698867,2.7464485,5.1330004,176.61716,7.036421972089617,0,1,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.82364941,0,0,0,0,0,0,0,1
Arkansas,2004,4,0,0,0,0,0,176,.43507588,0,0,6.5772953,88.643997,376.81174,1126.7728,2774.4973,243.58415,6.2035851,.71004891,.037370995,.037370995,2599492,283.709278582123,4.1999998,37600,1.4365499,5.4123268,2.0820606,11.242081,515.98132,15.19373785339597,0,0,1,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.8836236,0,0,0,0,0,0,0,1
New Hampshire,2004,30,0,0,0,0,0,17,.23199999,0,1,1.3471001,39.620594,96.595009,394.54187,1562.8739,154.99576,1.0301354,.15848237,.079241186,.15848237,1200247,206.20755561147,2.7,64478,6.8105149,24.377649,13.980622,68.223961,193.98242,5.820218671656751,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.29795423,0,0,0,0,0,0,0,1
Nevada,2004,29,0,0,0,0,0,172,.40611622,5,4,7.474371,213.14993,362.76773,1005.6505,2278.7271,983.61853,7.474371,1.1298468,.26073387,.21727823,1964582,363.3851882995976,4.5,57935,.044131525,3.747973,.094829336,9.0881414,493.87341,9.914933558385448,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,2.0114799,0,0,0,0,0,0,0,1
North Carolina,2004,34,0,0,0,0,0,532,.42972329,6,4,6.432868,142.46626,285.259,1223.6113,2746.6292,326.33505,6.1789393,.55622542,.084642999,.060459286,7795432,346.3310307882873,3.7,48514,.0091720382,.6284706,.010493325,1.0400321,428.46289,11.98617344106138,0,0,1,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.8614205,0,0,0,0,0,0,0,1
New Jersey,2004,31,0,0,0,0,0,392,.3254818,6,19,4.6099782,153.7757,189.85583,482.51889,1646.1503,356.40305,4.6099782,.870251,.08232104,.23520297,8219529,464.8319873316342,3.7,63818,.036267284,.59614122,.068020932,1.3406973,314.66629,7.879940565937538,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.5282232,0,0,0,0,0,0,0,1
Montana,2004,27,0,1,0,0,0,30,.10300429,0,0,3.3263075,25.834322,242.48781,389.73236,2448.384,179.39885,2.550169,.22175384,.11087692,.11087692,877433,277.5140666010966,4.8000002,41499,.70683461,12.456564,1.155074,23.960119,429.86981,13.41150834308716,0,0,0,1,2009,2009,0,-5,0,0,0,1,0,0,0,0,0,0,0,1.2018628,2,0,0,0,0,1,0,0
New York,2004,33,0,0,0,0,0,889,.077508509,18,14,4.7707629,179.80785,251.74493,379.38565,1669.1552,220.03465,4.797595,.47224647,.10196231,.080496557,18395996,470.3632246930256,4.5,51587,.73295295,1.9836001,1.3600134,4.7272191,342.11575,13.4089178971337,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.5625062,0,0,0,0,0,0,0,1
Missouri,2004,26,0,0,0,0,0,354,.43408749,5,9,6.3371425,118.68716,353.78799,724.5108,2833.1682,463.52438,6.3908472,1.1456981,.10740919,.17901532,5433153,294.838006586599,3.3,57098,.0071965577,1.0742565,.0097733308,2.0146313,556.39752,10.69741639891238,0,1,0,0,2007,2007,0,-3,0,0,0,1,0,0,0,0,0,0,0,1.8464279,4,0,0,1,0,0,0,0
Kentucky,2004,18,0,1,0,0,0,236,.44706243,0,2,5.8544321,81.069,134.20541,642.54871,1749.7557,217.60626,5.3831005,.69459361,.024806915,.074420743,3926965,251.3900684116105,4.3000002,45916,3.2335658,5.0753698,4.7599611,10.36625,441.9104,14.01418143528145,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.767199,5,0,1,0,0,0,0,0
Nebraska,2004,28,0,0,0,0,0,40,.45518455,0,1,2.3577774,67.078766,211.90524,579.18799,2734.9629,311.63922,2.3577774,.23577774,.058944434,.11788887,1660445,272.8786560229336,2.8,52860,.59429854,4.4026151,1.382822,12.415949,243.44052,8.962717825643125,0,1,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,.85771936,0,0,0,0,0,0,0,1
Tennessee,2004,43,0,1,0,0,0,357,.54541349,16,10,6.2104464,154.1826,515.11914,1050.4874,2954.3633,431.02585,6.1930504,.48709384,.29573554,.1913583,5541337,389.6532551620665,4,43169,3.5567951,13.015974,6.7086158,29.884737,450.28345,12.80476173890886,0,0,1,0,2007,2007,0,-3,0,0,0,1,0,0,0,0,0,0,0,1.8262328,4,0,0,1,0,0,0,0
Arizona,2004,3,0,1,0,0,0,414,.49812201,11,26,7.3482466,137.04303,335.83618,1009.674,3177.3535,981.64764,7.2949986,1.2957053,.21299265,.47923347,5020782,358.9679854652124,4,50370,.26902184,4.0020657,.56620663,9.4672308,577.12134,12.88169850832002,0,0,0,1,2006,2005,0,-1,0,0,0,1,0,0,0,0,0,0,0,1.9944618,5,0,1,0,0,0,0,0
Maryland,2004,21,0,0,0,0,0,521,.33393359,5,13,9.6092329,235.56453,449.12558,676.96216,2395.6313,661.80133,9.6092329,.60864621,.11066294,.25821355,5162430,362.3099974236939,3.5999999,69047,.54666114,6.0534477,1.0607796,15.387211,429.46445,8.058317497767524,0,0,1,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,2.2627244,0,0,0,0,0,0,0,1
Alaska,2004,2,0,0,0,0,0,37,.33333334,3,2,5.8179483,70.287109,490.12286,593.2735,2540.8711,352.22174,5.6607065,.3144837,.6289674,.47172555,607583,293.9516082576372,6.1999998,66910,.33065441,4.9629436,.68336344,12.253634,716.07941,8.631248734740767,0,0,0,1,2006,2005,0,-1,0,0,0,1,0,0,0,0,0,0,0,1.7609477,5,0,1,0,0,0,0,0
Texas,2004,44,0,0,0,0,0,1364,.4411034,30,23,6.224853,163.45715,346.77087,1004.5471,3178.6318,429.33688,6.2111621,.73018801,.14147393,.10952821,20290711,362.3579282165124,4.4000001,48883,.0089597646,.91391575,.017525261,1.311137,767.17664,14.98772024302155,0,0,1,0,2007,2007,0,-3,0,0,0,1,0,0,0,0,0,0,0,1.8285499,4,0,0,1,0,0,0,0
Wisconsin,2004,50,0,0,0,0,0,154,.54511923,2,2,2.8781383,76.009018,115.7049,445.81241,2083.5105,212.57108,2.8594491,.80363601,.056067631,.056067631,5207717,323.2510522365175,3.4000001,57087,.50375241,6.2465568,.82229888,13.306829,429.2164,8.269592990556131,0,1,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.0571437,0,0,0,0,0,0,0,1
Virginia,2004,47,0,0,0,0,0,390,.49007103,1,4,5.3990307,95.507469,159.24371,398.13007,2134.0569,241.64124,5.3851871,.34609172,.027687337,.069218338,6847117,298.1254738308108,2.3,59714,.24762246,4.4850411,.54428744,10.432712,492.33621,9.068605078604616,0,0,1,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.6862195,0,0,0,0,0,0,0,1
Pennsylvania,2004,39,0,0,0,0,0,650,.4106853,10,19,5.4357448,154.49223,236.99011,455.28961,1791.2786,258.98398,5.3939314,1.6474488,.091989525,.16725369,11847753,226.3213961330896,4.1999998,53400,.038403906,.47389576,.061235242,1.0487474,342.56064,9.587708319037374,1,0,0,0,,,0,,0,0,0,1,0,0,0,0,0,0,0,1.6929965,0,0,0,0,0,0,0,1
Georgia,2004,11,0,1,0,0,0,613,.4054628,12,0,7.1432824,159.13322,274.55609,967.10492,2906.5586,515.50494,6.4557562,2.6102695,.15148886,.011652989,7952631,369.7266979946637,3.5,53051,.035195898,.25879484,.074805431,.64100796,595.51434,12.65403864456933,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.9661723,5,0,1,0,0,0,0,0
Oklahoma,2004,37,0,1,0,0,0,186,.43786407,5,11,5.4510255,90.557358,375.18295,1032.8813,2967.9075,379.72546,5.4510255,1.1722635,.17583953,.35167906,3338279,310.7289714250966,3.0999999,41063,.14417608,5.6077995,.30015466,12.223813,683.40033,13.99167055839251,0,0,1,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,1.6958038,5,0,1,0,0,0,0,0
Utah,2004,45,0,0,0,0,0,46,.28155339,0,2,1.9578867,52.607563,144.62823,648.01794,3187.4822,325.51996,2.1707006,.34050202,.042562753,.12768826,2192689,309.8934687044082,3.3,60204,.019473806,1.8613219,.023988809,3.791281,254.90834,9.049801408225242,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,.6718657,0,0,0,0,0,0,0,1
Hawaii,2004,12,0,0,0,0,0,33,.12817797,0,1,2.6894691,76.935112,155.09271,882.39032,3347.8184,702.52191,2.6894691,.32599625,.081499062,.16299812,1175755,307.7171689680248,4,65263,.055708885,7.6047306,.093216702,13.562349,485.73441,10.06646792911789,0,0,0,1,,,0,,0,0,0,1,0,0,0,0,0,0,0,.98934382,0,0,0,0,0,0,0,1
South Dakota,2004,42,0,0,0,0,0,17,.17857143,0,0,2.292712,15.104925,115.17506,424.5563,1468.6842,114.231,2.1578465,.26973081,.1348654,.1348654,726426,249.5780712694755,2.7,46181,10.441257,40.579632,18.194008,92.379814,417.40842,11.60228295793377,0,1,0,0,2006,2006,0,-2,0,0,0,1,0,0,0,0,0,0,0,.8297354,5,0,1,0,0,0,0,0
West Virginia,2004,49,0,1,0,0,0,68,.31524548,0,0,3.8409333,43.718861,221.53148,620.98853,1782.9839,212.71992,3.7279649,.16945295,.056484316,.056484316,1765197,229.3228461185919,5.5,37238,.31860468,6.5920687,.48589477,13.184081,286.20602,15.52155368494281,0,0,1,0,2008,2008,0,-4,0,0,0,1,0,0,0,0,0,0,0,1.3457154,3,0,0,0,1,0,0,0
Oklahoma,2005,37,0,1,0,0,0,187,.44922599,2,11,5.4463439,94.073212,382.87506,1039.5236,2732.3171,404.83517,5.4463439,1.223243,.087374501,.349498,3338279,310.7289714250966,3.0999999,41063,.14417608,5.6077995,.30015466,12.223813,776.93408,13.99167055839251,0,0,1,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,1.6949445,5,0,1,0,0,0,0,0
Kansas,2005,17,0,1,0,0,0,101,.18328691,1,2,3.793262,67.414902,289.45218,714.63556,2862.6733,350.70773,3.7557049,.56335574,.075114101,.11267114,2606468,372.1511255845074,3.8,51985,.99621403,9.6955729,1.7102071,20.418896,340.56732,9.019370274256197,0,1,0,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,1.3332263,5,0,1,0,0,0,0,0
California,2005,5,0,0,0,0,0,2503,.34470782,26,111,7.0949187,180.34076,325.01419,710.11835,1962.8435,730.02264,7.0949187,.99776727,.076533288,.31747141,33051894,313.8882146965617,4.9000001,59274,.50634015,2.8180654,1.0736934,7.4689851,483.79242,13.02469686003471,0,0,0,1,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.9593788,0,0,0,0,0,0,0,1
Idaho,2005,13,0,0,0,0,0,35,.32706767,1,0,2.5078208,19.059439,200.05244,577.94519,1978.0258,206.64444,2.9377329,.2866081,.14330405,.071652025,1262457,261.1574097177171,4.5999999,47620,11.550888,42.896828,20.203936,100.01656,488.5235,11.48894576211308,0,0,0,1,,,0,,0,0,0,0,1,0,0,0,0,0,0,.91941416,0,0,0,0,0,0,0,1
Georgia,2005,11,0,1,0,0,0,564,.48486575,6,6,6.3937302,159.17441,271.81287,957.50641,2829.4976,504.20911,6.1329927,1.1336401,.079354808,.079354808,7952631,369.7266979946637,3.5,53051,.035195898,.25879484,.074805431,.64100796,552.63818,12.65403864456933,0,0,1,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,1.8553178,5,0,1,0,0,0,0,0
Texas,2005,44,0,0,0,0,0,1407,.44794634,23,26,6.3178697,160.70828,338.49323,987.09644,3040.1301,419.49847,6.3043985,.80825627,.1077675,.12123844,20290711,362.3579282165124,4.4000001,48883,.0089597646,.91391575,.017525261,1.311137,758.87628,14.98772024302155,0,0,1,0,2007,2007,0,-2,0,0,0,0,1,0,0,0,0,0,0,1.8433821,4,0,0,1,0,0,0,0
Michigan,2005,23,0,0,0,0,0,629,.48321846,2,2,6.3757005,135.29865,372.60849,714.87921,1967.3445,489.32739,6.5682888,.3344962,.030408746,.030408746,9688555,292.9229384567668,3.7,57623,.16456531,3.1056025,.33120522,6.7884221,502.21057,9.820195065208383,0,1,0,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,1.852494,5,0,1,0,0,0,0,0
Illinois,2005,14,0,0,0,0,0,770,,3,11,6.1895361,186.93202,338.8811,624.05798,2231.9468,316.49429,4.1317163,.70737553,.032153435,.096460298,12097512,413.1923985692265,4.5,58322,.34592238,3.0660355,.59637058,6.3135214,361.07501,10.14990520364849,0,1,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.8228601,0,0,0,0,0,0,0,1
Alaska,2005,2,0,0,0,0,0,32,.30912477,0,1,4.9865675,83.680832,481.04791,643.73468,2687.9158,404.37946,4.9865675,1.5583023,.15583023,.31166047,607583,293.9516082576372,6.1999998,66910,.33065441,4.9629436,.68336344,12.253634,749.8551,8.631248734740767,0,0,0,1,2006,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,1.6067477,5,0,1,0,0,0,0,0
Virginia,2005,47,0,0,0,0,0,458,.51807874,4,3,6.2460723,102.21465,159.80672,406.79932,2108.1721,218.08066,6.2460723,.43640679,.068188563,.054550849,6847117,298.1254738308108,2.3,59714,.24762246,4.4850411,.54428744,10.432712,482.01132,9.068605078604616,0,0,1,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.8319528,0,0,0,0,0,0,0,1
Wisconsin,2005,50,0,0,0,0,0,206,.49001098,7,4,3.8320227,84.732346,138.97594,454.78296,2056.1035,233.95801,3.8506248,.42784721,.14881642,.093010262,5207717,323.2510522365175,3.4000001,57087,.50375241,6.2465568,.82229888,13.306829,422.21078,8.269592990556131,0,1,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.3433927,0,0,0,0,0,0,0,1
New Hampshire,2005,30,0,0,0,0,0,19,.2109589,1,0,1.4931402,28.68401,76.30732,329.43387,1453.2969,105.7772,1.3359675,.23575898,.15717265,.078586325,1200247,206.20755561147,2.7,64478,6.8105149,24.377649,13.980622,68.223961,198.82341,5.820218671656751,1,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,.40088144,0,0,0,0,0,0,0,1
Vermont,2005,46,0,0,0,0,0,8,.28947368,0,2,1.3282638,12.618506,90.487968,528.815,1808.7632,111.2421,1.3282638,.49809891,.16603297,.49809891,588067,211.2004244414327,2.7,50130,18.556728,55.125862,35.983994,131.03625,345.01651,9.052709980325371,1,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,.28387263,0,0,0,0,0,0,0,1
Minnesota,2005,24,0,0,0,0,0,115,.2514818,1,2,2.3046794,94.672226,163.25146,595.52917,2290.7312,286.20111,2.3046794,.56113935,.040081382,.060122073,4783596,250.0420185985606,3.0999999,68688,1.9743724,2.5698867,2.7464485,5.1330004,185.99765,7.036421972089617,0,1,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,.83494157,0,0,0,0,0,0,0,1
Kentucky,2005,18,0,1,0,0,0,190,.43821138,1,1,4.6813793,90.917313,143.71834,651.89435,1733.4408,216.72322,4.3610744,.66524863,.049277674,.049277674,3926965,251.3900684116105,4.3000002,45916,3.2335658,5.0753698,4.7599611,10.36625,484.44882,14.01418143528145,0,0,1,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,1.5435928,5,0,1,0,0,0,0,0
Indiana,2005,15,0,1,0,0,0,356,.49581435,3,8,5.8424139,111.74437,185.13559,718.09174,2482.6648,356.84674,5.4649544,.72209609,.065645099,.14770147,5902331,264.0821058663094,2.9000001,51740,.10809289,3.3498631,.1670357,6.2777061,401.33771,8.968033138094086,0,1,0,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,1.7651441,5,0,1,0,0,0,0,0
Ohio,2005,36,0,0,0,0,0,590,.3352434,2,1,5.2888207,167.38669,145.46947,898.05072,2501.4419,371.75031,5.0378261,.62748718,.026892308,.017928205,11054019,298.0092579902387,4,54395,.22173835,1.6225592,.352451,3.2313948,411.03998,9.846020709752715,0,1,0,0,2008,2008,0,-3,0,0,0,0,1,0,0,0,0,0,0,1.6655953,3,0,0,0,1,0,0,0
Wyoming,2005,51,0,0,0,0,0,14,.16666667,1,1,2.826992,15.750384,193.44704,489.87735,2605.8809,149.22479,2.826992,.605784,.40385601,.40385601,479699,376.9030162664504,3.8,50175,.10881824,7.0644298,.14467406,12.877033,413.34662,10.49762455206286,0,0,0,1,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.0392133,0,0,0,0,0,0,0,1
Louisiana,2005,19,0,0,0,0,0,450,.51658237,10,13,10.251161,121.57876,448.34018,897.13599,2570.5354,327.78653,9.1121426,2.0730124,.25058392,.31892499,4333011,478.9740898419137,4.9000001,38892,.019316822,1.7785554,.029632973,4.0265994,821.98358,17.38407772331988,0,0,1,0,2006,2006,0,-1,0,0,0,0,1,0,0,0,0,0,0,2.3273909,5,0,1,0,0,0,0,0
New Mexico,2005,32,0,0,0,0,0,144,.42155311,1,5,7.630352,100.30733,496.50275,1109.5273,2686.8906,420.14624,7.1004663,1.430691,.10597711,.31793132,1782739,305.3167064836748,5,44432,12.147544,39.915321,22.997086,96.790329,348.18781,17.33865697670831,0,0,0,1,,,0,,0,0,0,0,1,0,0,0,0,0,0,2.0321341,0,0,0,0,0,0,0,1
Arizona,2005,3,0,1,0,0,0,445,.51241404,8,18,7.6331439,147.15672,333.59412,966.20166,3020.8726,941.79272,7.290081,1.2693318,.15437819,.32590953,5020782,358.9679854652124,4,50370,.26902184,4.0020657,.56620663,9.4672308,575.74487,12.88169850832002,0,0,0,1,2006,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0324998,5,0,1,0,0,0,0,0
Maine,2005,20,0,0,0,0,0,19,.18266253,0,1,1.4801277,25.16217,63.489689,492.57092,1886.6176,105.01117,1.4801277,.15580292,.07790146,.15580292,1240011,232.3366486265041,3.3,47183,8.4043608,15.418896,17.970566,39.550777,157.59465,10.05853980327594,1,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,.39212835,0,0,0,0,0,0,0,1
Pennsylvania,2005,39,0,0,0,0,0,756,.41474965,10,11,6.310967,160.3954,243.79866,468.59763,1794.0844,245.3764,6.2358365,1.7613941,.091826238,.10017408,11847753,226.3213961330896,4.1999998,53400,.038403906,.47389576,.061235242,1.0487474,353.78146,9.587708319037374,1,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.8422889,0,0,0,0,0,0,0,1
New Jersey,2005,31,0,0,0,0,0,417,.33204693,0,12,4.8935466,155.07967,188.68906,457.43512,1604.52,324.86343,4.8935466,.66890204,.011735124,.15255661,8219529,464.8319873316342,3.7,63818,.036267284,.59614122,.068020932,1.3406973,321.06125,7.879940565937538,1,0,0,0,,,0,,0,0,0,0,1,0,0,0,0,0,0,1.5879173,0,0,0,0,0,0,0,1
North Dakota,2005,35,0,0,0,0,0,12,.037037037,0,0,1.9683586,8.8576136,75.453751,335.11307,1596.3389,176.00407,1.8043288,.32805976,.16402988,.16402988,618569,240.070226603661,2.9000001,45575,15.899601,103.49371,29.083094,223.81044,227.1814,10.4772466774119,0,1,0,0,2007,2007,0,-2,0,0,0,0,1,0,0,0,0,0,0,.67720002,4,0,0,1,0,0,0,0
